,title,affiliations
815,Mis-prompt: Benchmarking Large Language Models for Proactive Error Handling,"['East China Normal University', 'Shanghai Jiaotong University', 'East China Normal University', 'East China Normal University', 'East China Normal University']"
816,TripCraft: A Benchmark for Spatio-Temporally Fine Grained Travel Planning,"['Microsoft', 'Microsoft', 'IIT Bhubaneswar', 'IIT Bhubaneswar']"
817,DualGuard: A Parameter Space Transformation Approach for Bidirectional Defense in Split-Based LLM Fine-Tuning,"['Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
818,Movie101v2: Improved Movie Narration Benchmark,"['Renmin University of China', 'Renmin University of China', 'Renmin University of China']"
819,Can LLMs Evaluate Complex Attribution in QA? Automatic Benchmarking using Knowledge Graphs,"['Southeast University', 'The Chinese University of Hong Kong', 'Southeast University', 'Southeast University', 'Monash University', 'University of Edinburgh, University of Edinburgh']"
820,Value Portrait: Assessing Language Models’ Values through Psychometrically and Ecologically Valid Items,"['Seoul National University', 'Seoul National University', 'Seoul National University']"
821,FEA-Bench: A Benchmark for Evaluating Repository-Level Code Generation for Feature Implementation,"['Microsoft', 'Microsoft', 'Microsoft', 'Peking University', 'Peking University', 'Microsoft', 'Research, Microsoft']"
822,Do not Abstain! Identify and Solve the Uncertainty,"['Alibaba Group', 'Alibaba-inc', 'Alibaba Group', 'Alibaba Group', 'Renmin University of China']"
823,Decoding by Contrasting Knowledge: Enhancing Large Language Model Confidence on Edited Facts,"['Institute of Computing Technology, Chinese Academy of Sciences', 'Skywork AI', 'University of California, Merced', 'Institute of Computing Technology, Chinese Academy']"
824,ImpliHateVid: A Benchmark Dataset and Two-stage Contrastive Learning Framework for Implicit Hate Speech Detection in Videos,"['Indian Institute of Technology, Indore']"
825,Improving Chain-of-Thought Reasoning via Quasi-Symbolic Abstractions,"['University of Sheffield', 'Idiap Research Institute and University of Manchester']"
826,Information Extraction from Visually Rich Documents using LLM-based Organization of Documents into Independent Textual Segments,"['Amazon', 'Indian Institute of Technology, Kanpur and Amazon', 'Amazon', 'Amazon', 'FinAuto']"
827,Enhancing Open-Domain Task-Solving Capability of LLMs via Autonomous Tool Integration from GitHub,"['University of Illinois at Urbana-Champaign', 'Department of Computer Science and Technology, Tsinghua University', 'Shanghai Jiaotong University', 'Tsinghua University', 'Tsinghua University', 'Renmin University of China', 'Tsinghua University', 'Tsinghua University']"
828,LLMs Can Simulate Standardized Patients via Agent Coevolution,"['East China Normal University', 'Zhejiang University', 'SUN YAT-SEN UNIVERSITY CANCER CENTER', 'State key laboratory of CAD&CG, Zhejiang University', 'Zhejiang University', 'Zhejiang University', 'Zhejiang University']"
829,Donate or Create? Comparing Data Collection Strategies for Emotion-labeled Multimodal Social Media Posts,"['Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg']"
830,Which Demographics do LLMs Default to During Annotation?,"['Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'Otto-Friedrich Universität Bamberg', 'University of Stuttgart', 'University of Stuttgart, Universität Stuttgart', 'Otto-Friedrich Universität Bamberg']"
831,Can You Really Trust Code Copilot? Evaluating Large Language Models from a Code Security Perspective,"['Peking University', 'Peking University', 'Peking University']"
832,From Sub-Ability Diagnosis to Human-Aligned Generation: Bridging the Gap for Text Length Control via MarkerGen,"['RedNote', 'Xiaohongshu']"
833,AGD: Adversarial Game Defense Against Jailbreak Attacks in Large Language Models,"['National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology', 'National University of Defense Technology']"
834,SCOP: Evaluating the Comprehension Process of Large Language Models from a Cognitive View,"['Sichuan University', 'Nankai University', 'Sichuan University']"
835,Table-Critic: A Multi-Agent Framework for Collaborative Criticism and Refinement in Table Reasoning,['soochow university']
836,An Expanded Massive Multilingual Dataset for High-Performance Language Technologies (HPLT),"['Common Crawl Foundation', 'University of Helsinki', 'University of Oslo', 'University of Helsinki', 'Prompsit Language Engineering', 'University of Edinburgh', 'Aveni', 'University of Edinburgh', 'Charles University', 'Charles University', 'University of Turku', 'Warsaw University of Technology', 'University of Oslo', 'University of Turku and University of Turku', 'University of Turku', 'Edinburgh University, University of Edinburgh', 'University of Turku', 'University of Oslo', 'University of Edinburgh, University of Edinburgh', 'University of Oslo', 'University of Turku', 'University of Turku', 'Universidad de Alicante', 'University of Oslo', 'University of Edinburgh, University of Edinburgh', 'University of Helsinki', 'Charles University Prague', 'Charles University Prague', 'Prompsit Language Engineering']"
837,Scaling Text-Rich Image Understanding via Code-Guided Synthetic Multimodal Data Generation,"['Allen Institute for Artificial Intelligence', 'Allen Institute for Artificial Intelligence', 'Vercept', 'University of Pennsylvania, University of Pennsylvania', 'University of Pennsylvania, University of Pennsylvania', 'University of Pennsylvania and University of Pennsylvania', 'University of Washington', 'Wayve', 'Allen Institute for Artificial Intelligence']"
838,Hierarchical Attention Generates Better Proofs,"['Shanghai Qi Zhi Institute', 'Tsinghua University', 'The Chinese University of Hong Kong and Tsinghua University']"
839,"Agent-RewardBench: Towards a Unified Benchmark for Reward Modeling across Perception, Planning, and Safety in Real-World Multimodal Agents","[', Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science']"
840,It’s Not Bragging If You Can Back It Up: Can LLMs Understand Braggings?,"['Dalian University of Technology', 'Dalian University of Technology']"
841,A Troublemaker with Contagious Jailbreak Makes Chaos in Honest Towns,"[', Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science']"
842,Meta-Learning Neural Mechanisms rather than Bayesian Priors,"['Ecole Normale Supérieure de Paris', 'Ecole Normale Supérieure de Paris']"
843,Shifting from Ranking to Set Selection for Retrieval Augmented Generation,"['LG Corporation', 'LG Corporation', 'LG Corporation', 'LG Corporation and University of Illinois, Chicago']"
844,Understanding Large Language Model Vulnerabilities to Social Bias Attacks,"['University of Liverpool and Eindhoven University of Technology', 'Tencent Hunyuan / AI Lab', 'A*STAR Centre for Frontier AI Research', 'Eindhoven University of Technology']"
845,ChatSOP: An SOP-Guided MCTS Planning Framework for Controllable LLM Dialogue Agents,"['Tianjin University and Pingan Technology', 'Pingan Technology', 'Pingan Technology', 'Pingan Technology', 'Pingan Technology', 'PAII Inc.', 'Pingan Group', 'Tianjin University']"
846,Pixel-Level Reasoning Segmentation via Multi-turn Conversations,"['Northeastern University', 'Northeastern University', 'Northeast University', 'Northeastern University', 'Northeastern University, China', 'Northeastern University']"
847,Fixing Distribution Shifts of LLM Self-Critique via On-Policy Self-Play Training,['Alibaba Group and Alibaba Group']
848,Inferring Functionality of Attention Heads from their Parameters,"['Tel Aviv University', 'Tel Aviv University and Google Research']"
849,Faithful and Robust LLM-Driven Theorem Proving for NLI Explanations,"['University of Sheffield', 'University of Manchester, University of Manchester', 'Idiap Research Institute and University of Manchester']"
850,Revealing the Deceptiveness of Knowledge Editing: A Mechanistic Analysis of Superficial Editing,"['Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Institute of automation, Chinese academy of science']"
851,Masking in Multi-hop QA: An Analysis of How Language Models Perform with Context Permutation,"['University of Edinburgh, University of Edinburgh', 'Huawei Technologies Ltd.', 'Edinburgh University, University of Edinburgh', 'University of Edinburgh, University of Edinburgh']"
852,From Human Reading to NLM Understanding: Evaluating the Role of Eye-Tracking Data in Encoder-Based Models,"['University of Pisa', 'Consiglio Nazionale delle Ricerche', 'istituto di linguistica computazionale “A. Zampolli”, ILC-CNR, Pisa', 'Istituto di Linguistica Computazionale “A. Zampolli” (ILC)']"
853,Optimizing Question Semantic Space for Dynamic Retrieval-Augmented Multi-hop Question Answering,"['East China Normal University', 'East China Normal University']"
854,Insight Over Sight: Exploring the Vision-Knowledge Conflicts in Multimodal LLMs,"['Tencent AI Lab and The Chinese University of Hong Kong, Shenzhen', 'Hong Kong University of Science and Technology', 'The Chinese University of Hong Kong-Shenzhen', 'Tencent AI Lab', 'The Chinese University of Hong Kong, Shenzhen', 'Tencent AI Lab']"
855,SceneGenAgent: Precise Industrial Scene Generation with Coding Agent,"['Siemens Foundational Technologies', 'Siemens Ltd., China', 'Tsinghua University']"
856,ToolCoder: A Systematic Code-Empowered Tool Learning Framework for Large Language Models,"['Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Alibaba Group', 'Alibaba Group', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy']"
857,Enhancing Text Editing for Grammatical Error Correction: Arabic as a Case Study,"['New York University', 'New York University Abu Dhabi']"
858,From Isolates to Families: Using Neural Networks for Automated Language Affiliation,"['Max-Planck Institute for Evolutionary Anthropology', 'Universität Passau', 'Universität Passau and Max-Planck Institute']"
859,ELBA-Bench: An Efficient Learning Backdoor Attacks Benchmark for Large Language Models,"['National University of Singapore', 'Wuhan University', 'Beihang University', 'Wuhan University', 'Wuhan University', 'Nanyang Technological University']"
860,"Less, but Better: Efficient Multilingual Expansion for LLMs via Layer-wise Mixture-of-Experts","['Beijing Jiaotong University', 'WeChat AI, Tencent Inc.', 'Beijing Jiaotong University', 'Beijing Jiaotong University']"
861,When Harry Meets Superman: The Role of The Interlocutor in Persona-Based Dialogue Generation,"['Fondazione Bruno Kessler', 'University of Groningen']"
862,ICR Probe: Tracking Hidden State Dynamics for Reliable Hallucination Detection in LLMs,"['Peking University', 'Peking University']"
863,Revisit Self-Debugging with Self-Generated Tests for Code Generation,"['Peking University', 'Beijing Institute of Technology', 'Peking University', 'Meituan', 'Peking University', 'Peking University']"
864,InSerter: Speech Instruction Following with Unsupervised Interleaved Pre-training,"['Alibaba Group', 'Wan, Alibaba Group and Tsinghua Shenzhen International Graduate School, Tsinghua University', 'Alibaba Group', 'Alibaba Group', 'Alibaba Group']"
865,Exploring LLMs’ Ability to Spontaneously and Conditionally Modify Moral Expressions through Text Manipulation,"['University of Calabria', 'University of Calabria', 'University of Calabria']"
866,Mixture of Ordered Scoring Experts for Cross-prompt Essay Trait Scoring,"['National Central University', 'National Taiwan University of Science and Technology', 'Academia Sinica']"
867,Sparse Logit Sampling: Accelerating Knowledge Distillation in LLMs,"['Samsung Research', 'Samsung', 'Samsung Research', 'Samsung', 'Samsung', 'Arizona State University and Samsung Research']"
868,Enhancing Spoken Discourse Modeling in Language Models Using Gestural Cues,"['Universität des Saarlandes', 'Saarland Informatics Campus, Max-Planck Institute', 'Saarbruecken Research Center for Visual Computing, Interaction, and Artificial Intellligence and Max-Planck-Institute for Informatics, Saarland Informatics Campus', 'Universität des Saarlandes']"
869,ExploraCoder: Advancing Code Generation for Multiple Unseen APIs via Planning and Chained Exploration,"['Alibaba Group', 'Zhejiang University', 'Alibaba Group US', 'Alibaba Group', 'Zhejiang University']"
870,Segment First or Comprehend First? Explore the Limit of Unsupervised Word Segmentation with Large Language Models,"['Wuhan University', 'Shanghai Jiao Tong University', 'Wuhan University']"
871,Can Indirect Prompt Injection Attacks Be Detected and Removed?,"['National University of Singapore', 'National University of Singapore', 'National University of Singapore', 'Hong Kong University of Science and Technology', 'National University of Singapore']"
872,Identifying Open Challenges in Language Identification,['IT University of Copenhagen']
873,The Distracting Effect: Understanding Irrelevant Passages in RAG,"['Technology Innovation Institute', 'University of Roma “La Sapienza”', 'Technology Innovation Institute', 'tii']"
874,Multilingual Encoder Knows more than You Realize: Shared Weights Pretraining for Extremely Low-Resource Languages,"['Shanghai Jiaotong University', 'Key Laboratory of Ethnic Language Intelligence', 'Minzu University of China', 'Minzu University of China', 'Minzu University of China']"
875,Graphically Speaking: Unmasking Abuse in Social Media with Conversation Insights,"['INRIA', 'Institut d’Etudes Politiques de Paris (Sciences Po)']"
876,CodeTool: Enhancing Programmatic Tool Invocation of LLMs via Process Supervision,"['Tencent Hunyuan / AI Lab', 'Tencent', 'Tencent INC', 'Tencent America LLC']"
877,RARE: Retrieval-Augmented Reasoning Enhancement for Large Language Models,"['University of Massachusetts at Amherst', 'Optum AI', 'University of Massachusetts at Lowell', 'University of Massachusetts at Lowell']"
878,Defense Against Prompt Injection Attack by Leveraging Attack Techniques,"['National University of Singapore', 'The Hong Kong University of Science and Technology and International Computer Science Institute', 'Hong Kong University of Science and Technology', 'National University of Singapore']"
879,Acquisition and Application of Novel Knowledge in Large Language Models,"['Southeast University', 'Tencent TEG and Beijing Institute of Technology', 'Southeast University', 'Southeast University']"
880,DNCASR: End-to-End Training for Speaker-Attributed ASR,"['University of Cambridge', 'Shanghai Artificial Intelligence Laboratory, Tsinghua University and University College London', 'University of Cambridge']"
881,Exploring Persona Sentiment Sensitivity in Personalized Dialogue Generation,['Chung-Ang University']
882,AntiLeakBench: Preventing Data Contamination by Automatically Constructing Benchmarks with Updated Real-World Knowledge,"['Nanyang Technological University', 'University of Arizona', 'National University of Singapore', 'School of Computer Science and Engineering, Nanyang Technological University', 'Nanyang Technological University and National University of Singapore', 'Nanyang Technological University', 'UC Santa Barbara']"
883,LLM-Guided Semantic-Aware Clustering for Topic Modeling,"['Southeast University', 'Southeast University', 'Tencent TEG and Beijing Institute of Technology', 'Southeast University', 'Southeast University']"
884,Hierarchical Bracketing Encodings for Dependency Parsing as Tagging,"['Universidade da Coruña', 'Universidade da Coruña']"
885,OASIS: Order-Augmented Strategy for Improved Code Search,"['Kuaishou- 快手科技', 'Hong Kong Polytechnic University', 'Kuaishou- 快手科技', 'Beijing University of Posts and Telecommunications', 'The Hong Kong Polytechnic University']"
886,Can Large Language Models Detect Errors in Long Chain-of-Thought Reasoning?,"['Alibaba Group', 'Nanjing University', 'Alibaba Group', 'ByteDance Inc.', 'Institute of automation, Chinese academy of science, Chinese Academy of Sciences', 'Princeton University', 'Alibaba Group', 'Alibaba Group']"
887,OmniAlign-V: Towards Enhanced Alignment of MLLMs with Human Preference,"['Shanghai Jiaotong University', 'Shanghai Artificial Intelligence Laboratory', 'Shanghai AI Laboratory', 'Fudan University', 'The Chinese University of Hong Kong', 'Shanghai Jiao Tong University', 'Shanghai Jiaotong University', 'Shanghai AI Laboratory']"
888,Tree-KG: An Expandable Knowledge Graph Construction Framework for Knowledge-intensive Domains,"['Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University', 'Tsinghua University, Tsinghua University']"
889,Measuring Data Diversity for Instruction Tuning: A Systematic Analysis and A Reliable Metric,"['Fudan University', 'Fudan University', 'Fudan University', 'Fudan University', 'Fudan University']"
890,Micro-Act: Mitigate Knowledge Conflict in Question Answering via Actionable Self-Reasoning,"['Beijing Academy of Artificial Intelligence', 'The Chinese University of Hong Kong, Shenzhen']"
891,Minimal Pair-Based Evaluation of Code-Switching,['Department of Computer Science and Technology (Formerly Computer Laboratory)']
892,"DNASpeech: A Contextualized and Situated Text-to-Speech Dataset with Dialogues, Narratives and Actions","['Renmin University of China', 'Wuhan University', 'Renmin University of China']"
893,LLaMA-Omni 2: LLM-based Real-time Spoken Chatbot with Autoregressive Streaming Speech Synthesis,"['Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences']"
894,Error Comparison Optimization for Large Language Models on Aspect-Based Sentiment Analysis,['Harbin Institute of Technology']
895,The AI Gap: How Socioeconomic Status Affects Language Technology Interactions,"['IT University of Copenhagen', 'CENTAI Institute', 'Bocconi University']"
896,Probing LLMs for Multilingual Discourse Generalization Through a Unified Label Set,"['Ludwig-Maximilians-Universität München', 'Ludwig-Maximilians-Universität München', 'Ludwig-Maximilians-Universität München']"
897,"Crowdsource, Crawl, or Generate? Creating SEA-VL, a Multicultural Vision-Language Dataset for Southeast Asia","['Cohere', 'SEACrowd', 'DoorDash', 'Independent Researcher', 'Stanford University', 'Universitas Indonesia', 'Oracle', 'University of Bath', 'Oracle', 'Samsung', 'Capital One', 'University of Central Florida and Universitas Islam Indonesia', 'Samsung Research', 'Oracle', 'Meta', 'SCB 10X', 'Samsung', 'Sony', 'Hanyang University', 'Tianjin University', 'Samsung', 'Binus University', 'Institut Teknologi Sepuluh Nopember', 'University of Central Florida and Universitas Gadjah Mada', 'National University of Singapore', 'King Mongkut’s University of Technology Thonburi', 'Institut Teknologi Bandung', 'Technical University of Wroclaw', 'Capital One', 'Institut Teknologi Sepuluh Nopember', 'Independent', 'Nanyang Technological University', 'Modelcode.ai', 'Vidyasirimedhi Institute of Science and Technology', 'Insignia', 'Samsung', 'Mohamed bin Zayed University of Artificial Intelligence', 'Indian Statistical Institute', ', A*STAR', 'Singapore Polytechnic', 'University of the Philippines', 'Carnegie Mellon University', 'Dataxet:Sonar', ', University of British Columbia', 'Mohamed bin Zayed University of Artificial Intelligence', 'Universitas Indonesia', 'Allen Institute for Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'Universitas Brawijaya', 'Mohamed bin Zayed University of Artificial Intelligence', 'Pelita Harapan University', 'Singapore University of Technology and Design', 'Brown University', 'Beijing Academy of Artificial Intelligence (BAAI)', 'AI Singapore']"
898,Soundwave: Less is More for Speech-Text Alignment in LLMs,"['The Chinese University of Hong Kong', 'The Chinese University of Hong Kong', 'The Chinese University of Hong Kong, Shenzhen', 'The Chinese University of Hong Kong, Shenzhen', 'The Chinese University of Hong Kong (Shenzhen); National University of Singapore and National University of Singapore']"
899,RoToR: Towards More Reliable Responses for Order-Invariant Inputs,"['Seoul National University', 'Seoul National University', 'Seoul National University', 'Seoul National University', 'Hongik University', 'Seoul National University']"
900,Global MMLU: Understanding and Addressing Cultural and Linguistic Biases in Multilingual Evaluation,"['Cohere Labs', 'HuggingFace', 'McGill University', 'National University of Singapore', 'Hugging Face', 'AI Singapore', 'Cohere and Cohere', 'AI Singapore', 'National University of Singapore', 'National University of Singapore', 'Facebook', 'Swiss Federal Institute of Technology Lausanne', 'Google and Korea Advanced Institute of Science and Technology', 'Instituto Superior Técnico and Unbabel', 'Massachusetts Institute of Technology and International Business Machines', 'Carnegie Mellon University', 'CONICET / Universidad de Buenos Aires', 'Cohere Labs', 'Cohere AI', 'Cohere For AI']"
901,Improving Dialogue Discourse Parsing through Discourse-aware Utterance Clarification,"['Soochow University, China', 'Soochow University']"
902,ImPart: Importance-Aware Delta-Sparsification for Improved Model Compression and Merging in LLMs,"['The Chinese University of Hong Kong', 'Southern University of Science and Technology', 'Harbin Institute of Technology (Shenzhen)', 'Shanghai University of Finance and Economics', 'Southern University of Science and Technology']"
903,BehaviorBox: Automated Discovery of Fine-Grained Performance Differences Between Language Models,"['CMU, Carnegie Mellon University', 'Carnegie Mellon University']"
904,HAF-RM: A Hybrid Alignment Framework for Reward Model Training,"['Amazon', 'Fudan University', 'University of Southern California', 'Fudan University', 'Fudan University', 'Fudan University']"
905,DiffPO: Diffusion-styled Preference Optimization for Inference Time Alignment of Large Language Models,"['Princeton University', 'Peking University', 'University of Science and Technology of China and University of Science and Technology of China', 'Singapore University of Technology and Design', 'A*STAR Centre for Frontier AI Research', 'Zhejiang University']"
906,MemeQA: Holistic Evaluation for Meme Understanding,"['Stanford University', 'University of Texas at Austin', 'University of Texas at Dallas']"
907,LoGU: Long-form Generation with Uncertainty Expressions,"['Tencent', 'Tencent', 'The Chinese University of Hong Kong', 'University of Cambridge', 'Tencent AI Lab', 'Fudan University']"
908,KiRAG: Knowledge-Driven Iterative Retriever for Enhancing Retrieval-Augmented Generation,"['University of Glasgow', 'University of Glasgow', 'University of Glasgow']"
909,Enhancing Lexicon-Based Text Embeddings with Large Language Models,"['Oracle', 'Johns Hopkins University']"
910,CoCoLex: Confidence-guided Copy-based Decoding for Grounded Legal Text Generation,"['University of Massachusetts at Amherst', 'J.P. Morgan Chase', 'JPMorgan AI Research', 'J.P. Morgan Chase', 'School of Computer Science, Carnegie Mellon University and J.P. Morgan Chase', 'JP Morgan AI Research']"
911,Beyond N-Grams: Rethinking Evaluation Metrics and Strategies for Multilingual Abstractive Summarization,"['Google and Bar-Ilan University, Technion']"
912,CC-Tuning: A Cross-Lingual Connection Mechanism for Improving Joint Multilingual Supervised Fine-Tuning,"['Harbin Institute of Technology', 'Harbin Institute of Technology', 'University of Hong Kong', 'Central South University', 'Harbin Institute of Technology', 'Harbin Institute of Technology', 'Tencent AI Lab', 'Huawei Technologies Ltd.', 'Huawei Technologies Ltd.', 'Harbin Institute of Technology']"
913,SConU: Selective Conformal Uncertainty in Large Language Models,"['University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China', 'Drexel University', 'University of North Carolina at Chapel Hill', 'University of Electronic Science and Technology of China', 'University of Electronic Science and Technology of China', 'Drexel University']"
914,MegaPairs: Massive Data Synthesis for Universal Multimodal Retrieval,"['Beijing University of Posts and Telecommunications', 'Beijing Academy of Artificial Intelligence', 'Shanghai Jiaotong University', 'University of Science and Technology of China']"
915,When GPT Spills the Tea: Comprehensive Assessment of Knowledge File Leakage in GPTs,"['Flexera', 'CISPA Helmholtz Center for Information Security', 'CISPA Helmholtz Center for Information Security']"
916,UniCodec: Unified Audio Codec with Single Domain-Adaptive Codebook,"['Alibaba', 'Tianjin University', 'The Chinese University of Hong Kong (Shenzhen); National University of Singapore and National University of Singapore']"
917,Multilingual Arbitration: Optimizing Data Pools to Accelerate Multilingual Progress,"['Cohere', 'Cohere', 'Cohere AI', 'Cohere For AI']"
918,Controlled Low-Rank Adaptation with Subspace Regularization for Continued Training on Large Language Models,"['Beijing University of Posts and Telecommunications', 'Li Auto', 'Beijing University of Post and Telecommunication']"
919,Chinese SimpleQA: A Chinese Factuality Evaluation for Large Language Models,"['Alibaba Group', 'Nanjing University', 'Alibaba Group', 'Alibaba Group', 'Alibaba Group', 'Alibaba Group', 'Alibaba Group', 'Alibaba Group', 'Princeton University', 'Alibaba Group', 'Alibaba Group']"
920,"PVP: An Image Dataset for Personalized Visual Persuasion with Persuasion Strategies, Viewer Characteristics, and Persuasiveness Ratings","['Seoul National University', 'Seoul National University', 'Seoul National University']"
921,Any Information Is Just Worth One Single Screenshot: Unifying Search With Visualized Information Retrieval,"['Beijing Academy of Artificial Intelligence', 'University of Science and Technology of China']"
922,Tunable LLM-based Proactive Recommendation Agent,"['University of Science and Technology of China', 'Academy of Cyber', 'University of Science and Technology of China']"
923,AgentRM: Enhancing Agent Generalization with Reward Modeling,"['Tsinghua University, Tsinghua University', 'Tsinghua University', 'Department of Computer Science and Technology, Tsinghua University', 'Renmin University of China', 'Tsinghua University', 'Tsinghua University']"
924,From Outcomes to Processes: Guiding PRM Learning from ORM for Inference-Time Alignment,"[', Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences']"
925,Segment-Based Attention Masking for GPTs,"['Tel Aviv University', 'Computer Science Departmen, Technion-Israel Institute of Technology', 'Technion, Technion', 'Tel Aviv University, Tel Aviv University and Tel Aviv University']"
926,Cramming 1568 Tokens into a Single Vector and Back Again: Exploring the Limits of Embedding Space Capacity,"['AIRI, Artificial Intelligence Research Institute and Moscow Institute of Physics and Technology', 'London Institute for Mathematical Sciences']"
927,Bi-Tuning with Collaborative Information for Controllable LLM-based Sequential Recommendation,"['Beijing Institute of Technology', 'Beijing University of Technology', 'Harbin Institute of Technology (Shenzhen) and Shandong University']"
928,"A Modular Approach for Clinical SLMs Driven by Synthetic Data with Pre-Instruction Tuning, Model Merging, and Clinical-Tasks Alignment","['Microsoft', 'Microsoft', 'Microsoft, USA', 'Microsoft', 'Microsoft', 'Microsoft', 'Microsoft', 'Institute for AI in Medicine (IKIM), University Medicine Essen', 'Nuance Communications']"
929,DIVE into MoE: Diversity-Enhanced Reconstruction of Large Language Models from Dense into Mixture-of-Experts,"['University of the Chinese Academy of Sciences', 'University of the Chinese Academy of Sciences', 'Institute of Information Engineering, Chinese Academy of Sciences', 'Institute of Information Engineering, Chinese Academy of Sciences', 'IIE']"
930,DAC: A Dynamic Attention-aware Approach for Task-Agnostic Prompt Compression,"['Shanghai Jiao Tong University', 'Xiaomi Corporation', 'Xiaomi Corporation']"
931,Computation Mechanism Behind LLM Position Generalization,"['University of Illinois, Urbana-Champaign']"
932,IPO: Your Language Model is Secretly a Preference Classifier,['Lossfunk']
933,Reversal of Thought: Enhancing Large Language Models with Preference-Guided Reverse Reasoning Warm-up,"['East China Normal University', 'Macquarie University']"
934,Déjà Vu? Decoding Repeated Reading from Eye Movements,"['Technion - Israel Institute of Technology, Technion']"
935,LLMs can be easily Confused by Instructional Distractions,"['Seoul National University', 'LG Corporation', 'Seoul National University', 'LG Corporation', 'New York University and LG AI Research']"
936,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities,"['Emory University', 'PAII INC', 'University of California, Merced', 'Emory University']"
937,IAM: Efficient Inference through Attention Mapping between Different-scale LLMs,['Shanghai Jiao Tong University']
938,nvAgent: Automated Data Visualization from Natural Language via Collaborative Agent Workflow,"['Huazhong University of Science and Technology', 'Huazhong University of Science and Technology', 'Chongqing University']"
939,ZIPA: A family of efficient models for multilingual phone recognition,"['University of British Columbia', 'University of British Columbia', 'University of Zurich', 'Carnegie Mellon University']"
940,GRACE: A Granular Benchmark for Evaluating Model Calibration against Human Calibration,"['University of Maryland, College Park', 'University of Maryland, College Park']"
941,Dynamic Evaluation with Cognitive Reasoning for Multi-turn Safety of Large Language Models,"['Institute of Information Engineering, Chinese Academy of Sciences', 'Institute of Information Engineering,Chinese Academy of Sciences']"
942,From Tools to Teammates: Evaluating LLMs in Multi-Session Coding Interactions,"['Independent', 'Cohere', 'Fraunhofer IIS', 'Amsterdam UMC', 'Cohere Labs', 'University of Amsterdam', 'Amazon']"
943,Guiding not Forcing: Enhancing the Transferability of Jailbreaking Attacks on LLMs via Removing Superfluous Constraints,['Tsinghua University']
944,A Reality Check on Context Utilisation for Retrieval-Augmented Generation,"['Chalmers University of Technology', 'University of Copenhagen', 'University of Copenhagen', 'University of Copenhagen', 'University of Copenhagen', 'University of Copenhagen']"
945,CU-MAM: Coherence-Driven Unified Macro-Structures for Argument Mining,['University of Dundee']
946,Safer or Luckier? LLMs as Safety Evaluators Are Not Robust to Artifacts,"['Cohere', 'Cohere']"
947,AlignDistil: Token-Level Language Model Alignment as Adaptive Policy Distillation,"['Beijing Jiaotong University', 'Beijing Jiaotong University', 'Beijing Jiaotong University', 'Beijing Jiaotong University']"
948,DARS: Dynamic Action Re-Sampling to Enhance Coding Agent Performance by Adaptive Tree Traversal,"['Mirelo AI', 'Department of Computer Science, University of Toronto', 'ELLIS Institute and Max Planck Institute for Intelligent Systems, Max-Planck Institute']"
949,Impartial Multi-task Representation Learning via Variance-invariant Probabilistic Decoding,"['Institute of Information Engineering, Chinese Academy of Sciences', 'Institute of Information Engeering']"
950,If Eleanor Rigby Had Met ChatGPT: A Study on Loneliness in a Post-LLM World,['Microsoft']
951,"Integrating Audio, Visual, and Semantic Information for Enhanced Multimodal Speaker Diarization on Multi-party Conversation","['Alibaba Group', 'Alibaba Group', 'Alibaba Group', 'Zhejiang University', 'Alibaba Group', 'University of North Carolina at Chapel Hill']"
952,Vulnerability of LLMs to Vertically Aligned Text Manipulations,"['University of California, Merced', 'National University of Singapore', 'The University of Queensland', 'University of California, Los Angeles', 'University of California, Los Angeles and Amazon']"
